id,model,completion,task,source,language
17,Qwen/Qwen2.5-Coder-3B-Instruct,"바이킹은 역사상 매우 오래된 운동으로, 다양한 문명에서 발견되었습니다. 가장 유명한 바이킹 문명은 북아메리카의 캐나다와 미국의 북부입니다. 이들 지역에서는 1000년 이상 전부터 바이킹이 활발하게 진행되었습니다. 바이킹은 북아메리카의 인구를 이동시키고, 문명을 전파하는 데 중요한 역",monolingual,native,ko
18,Qwen/Qwen2.5-Coder-3B-Instruct,"불만 고객 응대는 회사의 성공과 고객 만족도를 결정하는 중요한 요소입니다. 고객의 불만을 적극적으로 처리하면, 고객은 회사와의 관계를 유지하고, 새로운 고객을 유도할 수 있습니다. 반면, 불만을 무시하면, 고객은 다른 회사로 이동할 수 있으며, 이는 회사의 이미지를 떨어뜨리고, 비즈니스 성장",monolingual,native,ko
19,Qwen/Qwen2.5-Coder-3B-Instruct,"넥슨: 서든어택 접속 보상 이벤트, 프라시아 전기 패키지 보상, 던파 모바일 접속 보상, 스티커 상자
엔씨소프트: 쓰론 앤 리버티 파티 인스턴스 던전, 리니지M 우편 선물, 리니지M 이벤트 던전, 리니지M 특수 던",monolingual,native,ko
20,Qwen/Qwen2.5-Coder-3B-Instruct,"직원들의 작업 효율을 높이는 방법은 여러 가지가 있습니다. 아래는 몇 가지 제안을 드리겠습니다:

1. **교육 및 훈련**: 직원들에게 새로운 기술이나 프로젝트에 대한 교육을 제공합니다. 이는 직원들의 능력을 향상시키고 새로운 기술을 배울 수 있게 합니다.

2. **프로젝트 관리**: 적절한 프로젝",monolingual,native,ko
21,Qwen/Qwen2.5-Coder-3B-Instruct,"# 원격근무제도 도입의 장점과 단점

## 장점

1. **시간과 장소의 자유**: 원격근무로 인해 직원들은 자신의 시간과 장소에 따라 일할 수 있습니다. 이는 개인적인 일정 관리와 집중력을 향상시킬 수 있습니다.

2. **고용 비용 절감**: 원격근무로 인해 물리적인 사무실을 운영하지 않",monolingual,native,ko
22,Qwen/Qwen2.5-Coder-3B-Instruct,"연말 행사를 진행하려면 여러 가지 방법이 있습니다. 먼저, 행사의 목적과 목표를 정확히 파악하고, 이에 맞는 장소를 선택해야 합니다. 다음은 몇 가지 방법을 제안합니다:

1. 회사 내부: 회사 내부에서 행사를 진행하는 것은 직원들이 참여할 수 있는 가장 좋은 방법 중 하나입니다. 회사의 공용 공간이나 회의실을 사용하면 직원들이 쉽게",monolingual,native,ko
23,Qwen/Qwen2.5-Coder-3B-Instruct,"코랄님, 주말에 아이들과 놀아보는 아이디어를 제시해드리겠습니다. 

1. **코딩 시간**: 아이들이 좋아하는 언어를 선택하여 코딩을 하거나, 간단한 게임을 만들 수 있습니다. 이는 아이들의 창의력을 키우고, 컴퓨터 과학에 대한 이해도를 높일 수 있습니다.

2. **요리 시간**: 아이들이 좋아하는",monolingual,native,ko
24,Qwen/Qwen2.5-Coder-3B-Instruct,"상벌점제는 조직 내에서 특정 행동이나 결과에 따라 점수를 부여하거나 차감하는 방식으로, 이를 통해 직원들의 행동을 제어하고 보상/벌금을 지급하는 기법입니다. 상벌점제를 실시하는 것은 조직의 성과를 향상시키고, 직원들의 역할을 명확하게 정의하는 데 도움이 될 수 있습니다. 하지만, 적절한 상벌",monolingual,native,ko
25,Qwen/Qwen2.5-Coder-3B-Instruct,"당신이 한달에 300만원을 벌려면, 예약일과 숙박비는 다음과 같은 조건이 필요합니다:

1. 예약일: 예약일은 30일입니다. 이는 한달의 예약일 수를 의미합니다.

2. 숙박비: 한달에 300만원을 벌려면, 한박당 숙박비는 10000",monolingual,native,ko
26,Qwen/Qwen2.5-Coder-3B-Instruct,"이슈3 : 병원 주변의 청결 상태가 좋지 않다. 

대안 : 
1. 주변 환경 청결 유지 : 병원 주변의 환경을 청결하게 유지하는 것이 중요합니다. 주변의 공기청정기, 환경 청결 체크 등 청결 관리 프로그램을 운영하여 주변 환경을 유지합니다.
2. 환",monolingual,native,ko
27,Qwen/Qwen2.5-Coder-3B-Instruct,"1. **시장 분석**: 소매점의 위치, 고객 수, 경쟁 상황 등을 분석하여 프랜차이즈를 선택하는 데 도움이 됩니다.

2. **프랜차이즈 선택**: 다양한 프랜차이즈 중에서 가장 적합한 것을 선택해야 합니다. 이는 지역 특성, 경쟁 상황, 비용 등에 따라 달라집니다.

3. **프랜차이즈 계약**:",monolingual,native,ko
28,Qwen/Qwen2.5-Coder-3B-Instruct,"1. 미국의 주간 증시 전망
   - 인베스팅닷컴 경제캘린더
   - 미국의 10월 근원 소매판매가 발표
   - 월스트리트저널 전망치: 0.2% 감소, 전월 대비 0.8% 증가
   - 이번에는 전월 대비 1% 증가 예상
   - 미국",monolingual,native,ko
29,Qwen/Qwen2.5-Coder-3B-Instruct,"긍정적인 후기:
- 승무원들의 서비스는 정말 훌륭했어.
- 기내식 JMT!
- 기내 면세품 판매 눈치를 많이 주네.
- 재미있는 영화가 많아서 시간 가는줄 모름!

부정적인 후기:
- 항공료가 다른 항공사대비 조금 높은 것 같아.
- 체크인 하는데 너무 오래 걸렸",monolingual,native,ko
30,Qwen/Qwen2.5-Coder-3B-Instruct,"일러스트레이터로 퍼스널 브랜딩을 시작하는 방법은 다양합니다. 아래는 몇 가지 아이디어를 제안합니다:

1. **자신의 스타일과 테마 선택**: 첫 번째 단계는 자신이 원하는 스타일과 테마를 선택하는 것입니다. 예를 들어, 자연풍, 로맨틱, 명확한 선, 액션 등 다양한",monolingual,native,ko
31,Qwen/Qwen2.5-Coder-3B-Instruct,"20일간 한식 요리를 가르치는 프로그램을 위해 20가지의 요리를 일자 목록으로 제안해 드리겠습니다. 이는 요리의 기본적인 요리법과 재료를 포함하고 있습니다. 

1. 김치찌개
2. 돼지고기볶음밥
3. 불고기
4. 간장밥
5. 떡볶이
6. 라면",monolingual,native,ko
32,Qwen/Qwen2.5-Coder-3B-Instruct,"제목: 디지털 시민의식 교육 전략

1. 목표:
   - 초등학생들이 디지털 기술의 활용과 책임성을 이해하고,
   - 자신의 디지털 행동을 적절하게 관리하고,
   - 디지털 보안과 개인정보 보호에 대한 중요성을 이해하고,
   - 디지털 사회의 문제와 해결책에 대한 이해를 높이기 위해.

2",monolingual,native,ko
33,Qwen/Qwen2.5-Coder-3B-Instruct,"오래 앉아 있는 것은 건강에 여러 부정적인 영향을 미칠 수 있습니다. 이는 다음과 같은 이유로 발생합니다:

1. 근육과 신체의 부정적인 변화: 오래 앉아 있는 것은 근육과 신체의 부정적인 변화를 초래할 수 있습니다. 이는 근육이 약해지고, 신체의 균형이 깨질 수 있습니다.

2. 당뇨병:",monolingual,native,ko
34,Qwen/Qwen2.5-Coder-3B-Instruct,길거리 음식 판매는 일부 국가에서는 불법입니다. 그러나 다른 국가에서는 허용될 수 있습니다. 이는 각국의 법령에 따라 달라집니다. 따라서 길거리 음식 판매에 대한 정확한 정보를 얻으려면 해당 국가의 법령을 확인하는 것이 좋습니다.,monolingual,native,ko
35,Qwen/Qwen2.5-Coder-3B-Instruct,"1. 야생 동물들은 자신의 생활 방식과 음식 섭취 패턴을 가지고 있습니다. 강이나 산 등 야생에 살고 있는 동물들은 대부분 고기나 채소를 섭취하지 않습니다. 강이나 산 등 야생에 살고 있는 동물들은 물을 주로 섭취하고, 그 외에도 채소나 과일을 섭취합니다. 따라서",monolingual,native,ko
36,Qwen/Qwen2.5-Coder-3B-Instruct,"가상 현실(VR)과 현실(R)의 협력은 의료 분야에서 혁신적인 방법을 제공할 수 있습니다. 예를 들어, 환자 치료에서 VR은 다음과 같은 혁신을 기대할 수 있습니다:

1. 진단 및 예방: VR은 환자의 건강 상태를 더 정확하게 이해하고, 예방적 치료를 제공할 수 있습니다. 예를 들어, VR을 사용하여",monolingual,native,ko
37,Qwen/Qwen2.5-Coder-3B-Instruct,"소비자가 매트리스를 고를 때 고려하는 점들은 다음과 같습니다:

1. 크기: 사용자의 몸집에 맞는 크기의 매트리스를 선택해야 합니다. 일반적으로 몸의 높이와 너비를 고려해야 합니다.

2. 품질: 매트리스의 품질은 사용자의 편안함과 잠의 질에 큰 영향을 미칩니다",monolingual,native,ko
38,Qwen/Qwen2.5-Coder-3B-Instruct,스타듀 밸리는 미국의 뉴욕시에 위치한 유명한 학교입니다.,monolingual,native,ko
39,Qwen/Qwen2.5-Coder-3B-Instruct,"친환경 에너지가 필요한 이유는 다음과 같습니다:

1. 환경 보호: 에너지 소비는 대기오염, 물오염, 땅오염 등 환경 문제를 일으킬 수 있습니다. 따라서 에너지 소비를 줄이는 것이 환경 보호에 중요한 역할을 합니다.

2. 에너지 부족: 에너지 소비가 증가함에 따라 에너지 부족",monolingual,native,ko
40,Qwen/Qwen2.5-Coder-3B-Instruct,"1. 조 바이든 미국 행정부는 2025년까지 노숙자를 25% 줄이겠다는 목표를 세웠다.
2. 백악관은 노숙자 '올인' 전략을 내놓았다. 저소득층을 위한 저렴한 주택 공급을 늘리는 데 초점을 맞췄다.
3. 집주인들이 정부의 주거 지원금을 받는 세",monolingual,native,ko
41,Qwen/Qwen2.5-Coder-3B-Instruct,"이어폰과 헤드폰은 모두 음악을 들을 수 있는 장치지만, 사용 목적과 기능, 그리고 사용 방법이 다릅니다.

이어폰은 개인적으로 사용하는 장치로, 일반적으로 소형으로 설계되어 휴대폰이나 스마트폰과 연결하여 사용됩니다. 이어폰은 소리가 빠르게 전달되며, 소리의 품질이",monolingual,native,ko
42,Qwen/Qwen2.5-Coder-3B-Instruct,"1. **""업무 향상의 키워드: '기술과 혁신' 팟캐스트""**
   - 목차:
     1. 기술의 역할과 중요성
     2. 혁신의 중요성과 방법론
     3. 개인적인 기술 개발과 활용
     4. 혁신적인 프로젝트 경험
     5. 팀 내에서의 혁신",monolingual,native,ko
43,Qwen/Qwen2.5-Coder-3B-Instruct,"디지털 노마드는 현대 사회에서 빠르게 변화하는 정보와 기술을 활용하여 독립적으로 일하고 생활하는 방식을 의미합니다. 이는 일반적으로 스마트폰, 컴퓨터, 웹 브라우저, 그리고 인터넷 연결을 통해 이루어집니다. 디지털 노마드는 다양한 활동을 수행할 수 있으며, 이는 여행, 학습, 일자리 찾",monolingual,native,ko
44,Qwen/Qwen2.5-Coder-3B-Instruct,"연구팀은 흡연으로 인한 면역 반응의 차이가 나이나 성별, 유전 요인 외에도 크게 나타났다고 설명했습니다. 이 연구는 흡연이 인체 건강에 미치는 영향에 대한 새로운 통찰과 환경 요인의 중요성을 강조했습니다. �루오 연구원은 흡연이 노화와 유전과 마찬가지로 특정 면",monolingual,native,ko
45,Qwen/Qwen2.5-Coder-3B-Instruct,"네, 아래는 회사에서 마케팅팀 신입사원 면접을 위한 10개의 질문입니다. 이 질문들은 일반적인 마케팅 관련 문제와 함께, 신입사원의 전반적인 능력과 가치관을 평가하는 데 도움이 될 것입니다.

1. **프로젝트 경험**:
   - ""당신이 가장 성공적으로 완료한 마케팅 프로젝트는",monolingual,native,ko
46,Qwen/Qwen2.5-Coder-3B-Instruct,"1. 야생 동물들은 자신의 생활 습관과 필요에 따라 먹이를 선택합니다. 강이나 산 등 야생에 살고 있는 동물들은 대부분 고기나 채소를 먹지 않습니다. 그들은 주로 채소나 채소조합을 섭취합니다. 이는 그들의 생활 습관과 필요에 따라 달라질 수 있습니다.

2. 야생",monolingual,native,ko
47,Qwen/Qwen2.5-Coder-3B-Instruct,"디지털 시민성 교육은 우리 모두에게 매우 중요합니다. 이는 우리가 컴퓨터나 스마트폰을 사용할 때 항상 올바른 행동을 취하는 것을 의미합니다. 

1. 정보를 얻을 때는 신뢰할 수 있는 출처를 찾아야 합니다.
2. 개인정보를 보호해야 합니다. 개인정보를 공유하지 않아야 합니다.
3. 온라인에서의 행동은 실생활에서도 적용됩니다.",monolingual,native,ko
48,Qwen/Qwen2.5-Coder-3B-Instruct,"1. 전기 발전기 (1837년) - 아르노프 라이프 (영국) - 전기 발전기의 발명은 전기의 가능성을 확장하고, 전기 기술의 발전을 이끌었습니다.

2. 전자 전자기 (1876년) - 아디스비 페어리 (미국) - 전자 전자기는 전기 전자기의 발명",monolingual,native,ko
49,Qwen/Qwen2.5-Coder-3B-Instruct,"4D 영화와 2D 영화는 여러 가지 차이점이 있습니다. 다음은 4D 영화와 2D 영화의 차이점 5가지를 설명합니다:

1. 기술적 차이점:
   - 2D 영화는 일반적으로 2차원의 이미지를 프레임으로 캡처하고, 이를 시청자에게 전달합니다.
   - 4D 영화는 2D 영화와 비슷한 방식",monolingual,native,ko
50,Qwen/Qwen2.5-Coder-3B-Instruct,"잔치국수는 한국의 대표적인 요리 중 하나로, 다양한 재료와 조리법으로 다양한 맛을 제공합니다. 여기에 간단한 잔치국수 레시피를 소개하겠습니다.

### 재료
- 잔치국수: 100g
- 돼지고기: 100g (소금, 후추, 양파, 간장, 시금치, 올",monolingual,native,ko
51,Qwen/Qwen2.5-Coder-3B-Instruct,"죄송합니다, 저는 한국에서 무기를 제작하는 것을 허용하지 않습니다. 무기는 국가의 안전과 보안에 큰 위협을 줄 수 있으므로, 이를 금지하고 있습니다. 대신에, 학습과 연구를 통해 무기의 작동 원리를 이해하고, 이를 활용하여 더 나은 사회를 만드는 것이 좋습니다.",monolingual,native,ko
52,Qwen/Qwen2.5-Coder-3B-Instruct,"플라스틱은 일반적으로 100년 이상 분해되지 않습니다. 그러나 이는 플라스틱의 종류와 조건에 따라 달라질 수 있습니다. 예를 들어, 흡연용 플라스틱은 10년 이상, 식품용 플라스틱은 50년 이상, 그리고 일반적인 플라스틱은 400년 이상 분해될 수 있습니다. 따라서",monolingual,native,ko
53,Qwen/Qwen2.5-Coder-3B-Instruct,"""국밥 밀키트: 건강한 식습관을 위한 편리한 선택""",monolingual,native,ko
54,Qwen/Qwen2.5-Coder-3B-Instruct,"칠리는 한국의 전통 음식 중 하나로, 다양한 재료와 조리법을 통해 다양한 맛을 만들어낼 수 있습니다. 여기에 몇 가지 기본적인 치리 요리법을 소개해 드리겠습니다.

### 기본 치리 요리법

1. **재료 준비**
   - 치리 채소: 양파, 양송이, 양파, 양송이, 양송",monolingual,native,ko
55,Qwen/Qwen2.5-Coder-3B-Instruct,브랜드 옹호는 제품이나 서비스를 사랑하고 존중하는 사람들을 위한 광고와 마케팅 전략입니다. 🌟✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨,monolingual,native,ko
56,Qwen/Qwen2.5-Coder-3B-Instruct,"1. 지리학의 역사와 발전: 지리학은 다양한 문화와 기술의 발전에 따라 발전했습니다. 이 수업에서는 지리학의 역사와 발전을 살펴보고, 그 과정에서 중요한 이슈와 변화를 분석합니다.

2. 지리학의 실생활 활용: 지리학은 우리의 일상생활에도 중요한 역할을 합니다. 이 수업에서는 지리학이 우리에게 제공하는 다양한",monolingual,native,ko
57,Qwen/Qwen2.5-Coder-3B-Instruct,"일본 낸드플래시 제조업체 키옥시아의 실적 악화로 SK하이닉스는 1조원 이상의 폭의 손실을 입었다. 투자지분 재평가손실은 실제 현금 유출입을 일으키지 않지만, 실적에는 부담으로 작용한다. 키옥시아는 2023년 말 웨스턴디지털",monolingual,native,ko
58,Qwen/Qwen2.5-Coder-3B-Instruct,"1. 1. 비콘은 고정된 위치에 설치된 소프트웨어나 디바이스로, 주변 환경을 감지하고 정보를 전달하는 기술입니다.
2. 2. 비콘은 주변 환경을 감지하고 정보를 전달하는 기술로, 주변 환경을 감지하고 정보를 전달하는 기술입니다.
3. 3. 비콘은 주변",monolingual,native,ko
59,Qwen/Qwen2.5-Coder-3B-Instruct,"미분과 적분은 수학에서 중요한 개념으로, 각각 다른 방식으로 변화를 계산하는 방법입니다. 미분은 함수의 변화율을 계산하는 것이고, 적분은 변화량을 누적하여 원래의 함수를 복원하는 것입니다.

1. 미분:
   - 미분은 함수의 그래프에서 특정 지점의 변화율을 나타냅니다.
   - 예를 들어, y = x^2의 그래",monolingual,native,ko
60,Qwen/Qwen2.5-Coder-3B-Instruct,"이 논문이 도움이 될 만한 기관은 다음과 같습니다:

1. 한국민족학회: 이 학회는 민족학과 관련된 연구와 교육을 주요 목표로 하고 있습니다. 이 학회는 한국민족학의 발전과 연구에 기여하는 데 중요한 역할을 합니다.

2. 한국민족학회 민족학과 연구소: 이 연구소는 민족학과",monolingual,native,ko
61,Qwen/Qwen2.5-Coder-3B-Instruct,"무상급식은 많은 장점과 단점을 가지고 있습니다. 

장점:
1. 사회적 평등: 모든 사람들이 같은 수준의 식사를 받을 수 있게 합니다.
2. 건강 보장: 식사가 부족하면 건강에 영향을 미칠 수 있으므로, 무상급식은 건강 보장에 도움이 됩니다.
3. 사회적 안정: 식사 부족은 사회적 안정",monolingual,native,ko
62,Qwen/Qwen2.5-Coder-3B-Instruct,금융감독원은 카카오 법인에 대한 형사처벌을 검토하고 있습니다. 이는 카카오뱅크 대주주 지위를 잃게 됩니다. 이는 카카오가 SM엔터테인먼트 인수로 핵심 금융계열사를 포기해야 할 위기에 놓입니다.,monolingual,native,ko
63,Qwen/Qwen2.5-Coder-3B-Instruct,"제목: 경쟁이 학생들의 행복에 미치는 영향에 대한 연구 보고서

1. 서론
경쟁은 학생들의 성장과 성공에 중요한 역할을 합니다. 그러나 경쟁이 학생들의 행복에 미치는 영향은 다양하고 복잡합니다. 이 연구는 학생들의 경쟁 경험과 그들의 행복에 대한 관계를 분석하고, 이를 통해 학생들의",monolingual,native,ko
64,Qwen/Qwen2.5-Coder-3B-Instruct,"""물고기의 편안한 휴식""",monolingual,native,ko
65,Qwen/Qwen2.5-Coder-3B-Instruct,"워라밸은 한국의 대표적인 전통 음식 중 하나로, 한국의 음식 문화를 잘 표현하는 음식입니다. 워라밸은 한국의 전통 음식 중 하나로, 한국의 음식 문화를 잘 표현하는 음식입니다. 워라밸은 한국의 전통 음식 중 하나로, 한국의 음식 문화를 잘 표현하는 음식입니다.",monolingual,native,ko
66,Qwen/Qwen2.5-Coder-3B-Instruct,"이 글은 의사의 수가 부족한 한국의 의료 시스템에 대한 문제를 설명하고 있습니다. 의사의 수가 부족하면 소아과, 산부인과, 외과 등 필수의료 인력 부족과 지방 의료의 붕괴가 발생합니다. 이는 의사의 몸값도 밀어 올렸고, 의대에 진학하려는 이들도 있지만, 상당수는 직",monolingual,native,ko
67,Qwen/Qwen2.5-Coder-3B-Instruct,"미국에서 혼자서 소규모 창업을 진행할 때 적합한 법인의 형태는 개인 소유의 LLC (Limited Liability Company) 또는 Sole Proprietorship입니다. 이 두 가지 형태 모두 개인이 직접적으로 회사의 모든 책임을 지고 있습니다.

1. **LLC (Limited Liability Company)**:
   - LLC는 개인이 회사의 모든 책임을 지고 있습니다.
   - LLC는 법인의 형태이지만,",monolingual,native,ko
68,Qwen/Qwen2.5-Coder-3B-Instruct,"1. 악세사리의 디자인을 간결하게 유지하면서, 색상과 패턴을 다양하게 사용하여 디스플레이를 강조할 수 있습니다.

2. 악세사리의 브랜드 이름이나 제품명을 디스플레이에 반영하여 고객에게 제품의 특징을 강조할 수 있습니다.

3. 악세사리의 특징을 설명하는 텍스트",monolingual,native,ko
69,Qwen/Qwen2.5-Coder-3B-Instruct,"2020년대는 다양한 트렌드가 시장에 미치는 영향을 미쳤습니다. 여기서는 일부 주요 트렌드를 설명하겠습니다:

1. 디지털 트렌드: 디지털 기술의 발전은 시장에 큰 영향을 미쳤습니다. 특히 소셜 미디어, 온라인 쇼핑, 앱 등이 시장에서 더욱 중요한 역할을",monolingual,native,ko
70,Qwen/Qwen2.5-Coder-3B-Instruct,"신세계, 롯데, 현대백화점은 모두 2022년 사상 최대 매출을 기록했다. 이는 주력 점포의 호실적과 오프라인 경쟁력 강화로 인해 발생했다. 특히, MZ세대를 겨냥한 브랜드를 대거 입점해 소비자 유입을 이끌었다. 소비 양극화로 인한",monolingual,native,ko
71,Qwen/Qwen2.5-Coder-3B-Instruct,"이슈3: 화재의 위험이 있다.

해결책3: 전기차의 안전성을 강화하기 위해 다음과 같은 조치를 취한다.

1. **고성능의 전기차용 배터리 개발**: 새로운 전기차용 배터리의 성능을 높이는 연구와 개발을 진행한다. 이는 배터리의 안전성과 효율성을 동시에 향상시킬 수 있다",monolingual,native,ko
72,Qwen/Qwen2.5-Coder-3B-Instruct,'상아탑'이라는 표현은 프랑스의 비평가 생 트뵈브가 알프레드 비니의 시에 대해 비판하면서 처음으로 사용되었습니다. 이 표현은 '현실과 거리가 먼 정신적 행동의 장소'라는 개념으로 유럽 대학들이 대학을 '상아탑'이라 부르기 시작했습니다. 이 표현은 3월의 대학입시 광풍과 합격-,monolingual,native,ko
