id,model,completion,task,source,language
16,Bllossom/llama-3.2-Korean-Bllossom-3B,"최근 많은 사람들이 스트레스, 과로, 만성두통 등 다양한 건강 문제에 시달리고 있으며, 전문가들은 이 가운데 불면증, 코골이, 수면무호흡증 등의 수면질환이 원인일 수 있다고 지적하고 있습니다. 신홍범 코슬립수면클리닉 원장은 연구팀에 따르면 수면무호흡증 환자의 머리전체 및 두통 통증 유병",monolingual,native,ko
17,Bllossom/llama-3.2-Korean-Bllossom-3B,"바이킹은 8세기 중반에서 11세기 초까지 존재한 노르웨이의 전설적인 전설적 인종으로, 그들의 존재는 주로 노르웨이의 전설과 전통에 의해 전해져 내려오고 있습니다. 바이킹들은 노르웨이의 북부 지역에서 살았으며, 그들은 주로 해양을 이용한 상업과 해전을 통해 부를 쌓았습니다. 바이킹",monolingual,native,ko
18,Bllossom/llama-3.2-Korean-Bllossom-3B,"불만 고객 응대의 중요성은 고객의 만족도를 높이고, 기업의 신뢰성을 강화하는 데 중요한 역할을 합니다. 불만 고객은 일반적으로 불만을 표현하지 않지만, 불만을 표현하지 않으면 불만이 지속적으로 쌓이게 되고, 이는 결국 고객의 불만이 불만 고객으로 전환될 수 있습니다. 따라서, 불만 고객을 적극적으로 대응하는 것은 고객의 불만",monolingual,native,ko
19,Bllossom/llama-3.2-Korean-Bllossom-3B,"국내 주요 게임사들이 설 명절을 맞아 자사 게임에서 다양한 이벤트를 연다.

1. 넥슨 - 서든어택: 2월 8일부터 14일까지 매일 정해진 시간에 게임 접속 시 1일 최대 7개의 다양한 보상을 지급.
2. 넥슨 - 프라시아 전기: 8일부터 22일까지 접속만 해도 패키지 보상으로 제공",monolingual,native,ko
20,Bllossom/llama-3.2-Korean-Bllossom-3B,"직원들의 작업 효율을 높이는 방법은 여러 가지가 있습니다. 다음은 몇 가지 제안입니다:

1. **목표 설정 및 목표 설정**: 직원들에게 명확한 목표를 설정하고, 이를 달성하기 위한 구체적인 계획을 세우는 것이 중요합니다. 목표는 개인의 성취감을 높이고, 집중력을 높이는 데 도움이 됩니다.

2. **작업 분담 및 역할 분담**:",monolingual,native,ko
21,Bllossom/llama-3.2-Korean-Bllossom-3B,"**원격근무제도: 장점과 단점**

### 장점
1. **자원 절약**: 원격근무는 비용 절감을 제공하며, 사무실 비용, 교통비, 식사비 등 다양한 비용을 절감할 수 있습니다.
2. **개인적인 자유**: 원격근무는 개인의 일과 삶의 균형을 유지하는 데 도움을 줄 수 있습니다. 개인이 원하는 시간",monolingual,native,ko
22,Bllossom/llama-3.2-Korean-Bllossom-3B,"연말 행사를 성공적으로 진행하기 위해서는 여러 가지 요소가 중요합니다. 장소 선택은 그 중 하나입니다. 다음은 장소 선택을 위한 몇 가지 고려 사항입니다:

1. **장소의 용도**: 행사의 용도에 따라 장소가 달라질 수 있습니다. 예를 들어, 회의나 발표회는 대형 회의실, 회의실, 또는 대강당이 적합할 수 있습니다. 반면, 식사",monolingual,native,ko
23,Bllossom/llama-3.2-Korean-Bllossom-3B,"주말에 아이들과 함께 할 수 있는 다양한 놀이 아이디어를 몇 가지 제시해드릴게요. 6살의 여아와 3살의 남아가 함께 즐길 수 있는 놀이는 다음과 같습니다:

1. **해리포트**: 해리포트는 아이들이 함께 즐길 수 있는 유명한 놀이입니다. 아이들이 서로를 '해리포트'라고 부르는 것이 특징입니다. 아이들은 서로를 공격",monolingual,native,ko
24,Bllossom/llama-3.2-Korean-Bllossom-3B,"상벌점제는 직원들이 자신의 성과에 따라 상을 받거나 벌점을 받는 시스템입니다. 이 시스템은 직원들의 성과를 평가하고, 성과에 따라 적절한 보상을 제공하거나 벌점을 부여하는 데 사용됩니다. 상벌점제를 실시할 때는 여러 가지 상황을 고려해야 합니다. 아래는 상점과 벌점을 받을 수 있는 5개의 상황입니다:

1. **성과에",monolingual,native,ko
25,Bllossom/llama-3.2-Korean-Bllossom-3B,"숙박업소의 예약 수익을 계산하는 것은 여러 요인에 따라 달라질 수 있습니다. 예약 수익을 계산하기 위해 몇 가지 기본적인 요소를 고려해야 합니다:

1. **숙박비**: 이 요소는 숙박업소의 가격입니다. 예를 들어, 한 달에 1명당 50,000원으로 예약되면, 300만 원을 벌기 위해서는 300만 원 / ",monolingual,native,ko
26,Bllossom/llama-3.2-Korean-Bllossom-3B,"이제시3에 대한 대안을 제시해 보겠습니다.

**이슈3 : 병원 주변의 청결 상태가 좋지 않다.**

**대안 :**

1. **청결 관리 강화**:
   - **정기 청소 및 청결 점검**: 정기적으로 병원 주변을 정기적으로 청소하고, 청결 점검을 통해 문제를 파악하고 해결할 수 있도록 하세요.
   - **청결",monolingual,native,ko
27,Bllossom/llama-3.2-Korean-Bllossom-3B,"1. **비용 분석**
   소매점을 프랜차이즈로 바꾸기 위해 초기 투자 비용을 계산해야 합니다. 초기 투자 비용은 지점 개설, 인력, 장비, 마케팅, 브랜드 구축 등이 포함됩니다.

2. **브랜드 인지도**
   이미 존재하는 브랜드를 사용하거나 새로운 브랜드를 만들고자 하는지 결정해야 합니다. 브랜드 인지도는 소",monolingual,native,ko
28,Bllossom/llama-3.2-Korean-Bllossom-3B,"이번 주에도 다양한 글로벌 경제지표가 발표를 앞두고 있다. 미국의 주간 증시 전망을 살펴보자. 16일(현지시간) 미국 경제의 현재 페이스를 알려주는 지표인 미국의 10월 근원 소매판매가 발표될 예정이다. 

1. 미국의 10월 근원 소매판매
   - 9월 소매판",monolingual,native,ko
29,Bllossom/llama-3.2-Korean-Bllossom-3B,"긍정적인 후기와 부정적인 후기로 분류한 결과는 다음과 같습니다:

긍정적인 후기:
1. 항공료가 다른 항공사대비 조금 높은 것 같아.
2. 승무원들의 서비스는 정말 훌륭했어.
3. 기내식 JMT!
4. 기내 면세품 판매 눈치 많이 주네.
5. 재미있는 영화가 많아서 시간 가는줄 모름!

부정적인 후기:
",monolingual,native,ko
30,Bllossom/llama-3.2-Korean-Bllossom-3B,"일러스트레이터가 되고 싶으시다면, 퍼스널 브랜딩을 통해 자신의 스타일과 인상을 강조하고, 고객과 연결되기 위한 다양한 방법을 고려해볼 수 있습니다. 다음은 몇 가지 아이디어입니다:

1. **온라인 프로필 설정**:
   - **소셜 미디어**: 인스타그램, 페이스북, 트위터 등에서 자신의 일러스트레이팅 스타",monolingual,native,ko
31,Bllossom/llama-3.2-Korean-Bllossom-3B,"20일간의 한식 요리 수업 계획을 세우는 것은 매우 흥미로운 과제입니다. 한식 요리는 다양한 재료와 기술을 활용하여 다양한 맛과 영양을 제공할 수 있으므로, 각 요리의 특성을 고려하여 일자와 요리를 선택하는 것이 중요합니다. 아래는 20일간의 한식 요리 수업 계획을 제안한 일자 목록입니다:

1. **일자 1일:",monolingual,native,ko
32,Bllossom/llama-3.2-Korean-Bllossom-3B,"### 초등학교 디지털 시민의식 교육 전략 수업 계획서

**목표:**
- 학생들이 디지털 시민의식과 정보를 효과적으로 관리하고, 디지털 기술을 활용한 문제 해결 능력을 향상시키는 데 도움을 주는 교육을 제공합니다.

**수업 내용:**

1. **디지털 시민의식 이해**
   - **주제:** 디지털 시민의식의 중요",monolingual,native,ko
33,Bllossom/llama-3.2-Korean-Bllossom-3B,"오래 앉아 있는 것은 건강에 다양한 부정적인 영향을 미칠 수 있습니다. 특히, 근육과 신체의 균형을 유지하는 데 중요한 역할을 하는 근육에 부담을 가해주기 때문에, 오래 앉아 있는 것은 근육 근육근육 근육 근육 근육 근육 근육 근육 근육 근육 근육 근육 근육 근육 근육 근육 근육 근육 근육 근육 근육",monolingual,native,ko
34,Bllossom/llama-3.2-Korean-Bllossom-3B,"길거리 음식 판매는 지역에 따라 다르게 규제가 있을 수 있습니다. 일반적으로, 많은 도시와 지역에서는 길거리 음식 판매가 금지되어 있습니다. 이는 공공 안전과 건강을 보호하기 위한 규제로, 음식의 안전성과 vệ생을 보장하기 위해 주로 시행됩니다.

예를 들어, 미국에서는 많은 도시에서 길거리 음식 판매가 금지되어 있으며, 이는 주로 음식의 안전성과 vệ생",monolingual,native,ko
35,Bllossom/llama-3.2-Korean-Bllossom-3B,"강이나 산 등 야생에 살고 있는 동물들에게 먹이를 주면 안되는 이유는 여러 가지가 있습니다. 다음은 그 중 3가지 주요 이유입니다:

1. **생태계 균형**: 야생 동물들은 특정 식량을 먹이로 사용하는 방식이 생태계에 중요한 역할을 합니다. 예를 들어, 특정 식물은 특정 동물이 먹이로 사용하는 중요한 원료가 될 수",monolingual,native,ko
36,Bllossom/llama-3.2-Korean-Bllossom-3B,"가상 현실(VR)과 의료 분야는 최근 몇 년간 빠르게 발전하고 있으며, 환자 치료와 의료 교육에서 혁신적인 변화를 가져올 수 있습니다. 다음은 그 예상되는 몇 가지 혁신입니다:

1. **상상 치료**: 환자들은 가상 환경에서 치료를 시도할 수 있어, 두려움을 줄이고, 더 효과적인 치료를 시도할 수 있습니다. 예",monolingual,native,ko
37,Bllossom/llama-3.2-Korean-Bllossom-3B,"소비자가 매트리스를 고를 때 고려해야 할 몇 가지 중요한 요소가 있습니다. 다음은 그 중 몇 가지입니다:

1. **재질**: 매트리스의 재질은 사용자의 편안함과 지속성을 결정짓습니다. 일반적으로 다음과 같은 재질이 있습니다:
   - **인공재질**: 저렴하고 가벼운 재질로, 일반적으로 저렴한 가격에 판매됩니다.
   - **자연재질",monolingual,native,ko
38,Bllossom/llama-3.2-Korean-Bllossom-3B,"스타듀 밸리는 한국의 전통적인 음악 장르로, 주로 전통적인 가사와 전통적인 악기를 사용하여 구성됩니다. 다음은 스타듀 밸리의 5가지 주요 특징입니다:

1. **전통적인 악기**: 스타듀 밸리는 전통적인 한국악기인 가야금, 다리라, 다리라, 지리라, 지하리라 등이",monolingual,native,ko
39,Bllossom/llama-3.2-Korean-Bllossom-3B,"친환경 에너지는 여러 가지 이유로 중요합니다. 주요 이유는 다음과 같습니다:

1. **환경 보호**: 전통적인 에너지 소비는 대기 오염을 유발하며, 기후 변화에 기여합니다. 친환경 에너지는 지구 온난화를 줄이고, 공기 오염을 줄이는 데 도움이 됩니다.

2. **자원 보존**: 친환경 에너지는 지구의 자원을 절약합니다. 예",monolingual,native,ko
40,Bllossom/llama-3.2-Korean-Bllossom-3B,"미국 바이든 행정부는 2025년까지 미국 여러 도시에서 노숙자를 25% 줄이기 위한 목표를 세웠다. 이를 달성하기 위한 연방정부의 '올인' 전략을 발표했다. 이 전략은 저소득층을 위한 저렴한 주택 공급을 늘리고, 주택 공급에 장애가 되는 규제를 개선하는 것을 목표로 한다. 또한, 집주인들이",monolingual,native,ko
41,Bllossom/llama-3.2-Korean-Bllossom-3B,"이어폰과 헤드폰은 모두 소음 감소와 음질 향상에 초점을 맞춘 소음 감소 기술을 사용하는 소음 감소 장비입니다. 그러나 그 사용 목적과 구조, 기능, 사용 방법에 따라 차이가 있습니다.

### 이어폰 (Earphone)
1. **사용 목적**: 이어폰은 주로 개인의 귀에 직접 대입하여 사용하는 소음 감소 장비입니다. 주로 휴",monolingual,native,ko
42,Bllossom/llama-3.2-Korean-Bllossom-3B,"1. **""근속 3년 사원들의 성장과 성취를 위한 목표 설정""**
   - 이 주제는 근속 3년 사원들이 자신의 성장과 성취를 목표로 설정하는 방법에 대해 논의할 수 있습니다. 이를 통해 사원들이 자신의 목표를 명확히 설정하고, 이를 달성하기 위한 전략을 마련할 수 있도록 도와줄 수 있습니다.

2. **""근속 ",monolingual,native,ko
43,Bllossom/llama-3.2-Korean-Bllossom-3B,"디지털 노마드는 21세기에서 시작된 새로운 일상으로, 전통적인 직장에서 벗어나 다양한 장소에서 일할 수 있는 일자리를 찾는 사람들을 말합니다. 디지털 노마드는 주로 소셜 미디어, 온라인 플랫폼, 그리고 다양한 기술을 활용하여 일할 수 있는 환경을 제공합니다. 디지털 노마드는 다양한 분야에서 일할 수 있으며, 예를 들어, 소셜 미",monolingual,native,ko
44,Bllossom/llama-3.2-Korean-Bllossom-3B,"연구팀은 흡연이 인체 건강에 미치는 영향에 대한 새로운 통찰을 제공했다고 밝혔다. 연구 결과는 흡연이 면역 반응에 큰 영향을 미치고, 금연 후에도 오래 지속된다는 것을 보여주었다. 연구팀은 금연과 건강한 생활 방식을 선택하는 과학적 근거를 제공한다고 평가했다.",monolingual,native,ko
45,Bllossom/llama-3.2-Korean-Bllossom-3B,"마케팅팀 신입사원 면접에서 자주 물어지는 질문은 다양한 분야에서 다루어지지만, 마케팅팀의 특성상 다음과 같은 질문들이 자주 나올 수 있습니다. 아래는 몇 가지 예시 질문들입니다:

1. **마케팅팀의 역할과 목표에 대해 설명해 주세요.**
   - 이 질문은 신입사원이 마케팅팀의 역할과 목표를 이해하고, 그",monolingual,native,ko
46,Bllossom/llama-3.2-Korean-Bllossom-3B,"강이나 산 등 야생에 살고 있는 동물들에게 먹이를 주면 안되는 이유는 여러 가지가 있습니다. 다음은 그 중 3가지 주요 이유입니다:

1. **생태계 균형**: 야생 동물들은 특정 식량을 먹이로 사용하는 방식이 생태계에 중요한 역할을 합니다. 예를 들어, 특정 식물이나 동물이 먹이로 사용되는 경우, 그 식물이나 동물",monolingual,native,ko
47,Bllossom/llama-3.2-Korean-Bllossom-3B,"**디지털 시민성 교육은 무엇인가?**

디지털 시민성은 디지털 기술을 사용하는 데 있어 공정하고 책임감 있는 방법을 가르치는 것을 의미합니다. 디지털 시민성은 디지털 기술을 사용할 때 다른 사람의 권리를 존중하고, 정보를 신뢰할 수 있는 방법을 배우는 것을 포함합니다.

**디지털 시민성 교육의 중요성**

디지털 시",monolingual,native,ko
48,Bllossom/llama-3.2-Korean-Bllossom-3B,"1. **수직자(수직자, 2000 BC)** - 이집트의 아마르나스 2세가 발명한 수직자로, 수직자로 인해 수학적 계산이 더 쉽고 정확해졌습니다.
2. **수학적 계산기(수학적 계산기, 350 BC)** - 그리스의 아르키메데스가 발명한 수학적 계산기로",monolingual,native,ko
49,Bllossom/llama-3.2-Korean-Bllossom-3B,"4D 영화와 2D 영화는 각각의 특징과 경험을 통해 시청자에게 다르게 감동을 제공합니다. 다음은 두 영화 형식의 주요 차이점 5가지를 설명합니다:

1. **감각적 경험**:
   - **2D 영화**: 2D 영화는 단순히 시각적 경험을 제공합니다. 시청자는 단순히 화면을 통해 이야기를 관찰합니다.
   - **4D",monolingual,native,ko
50,Bllossom/llama-3.2-Korean-Bllossom-3B,"잔치국수는 한국의 전통적인 국수 요리 중 하나로, 다양한 재료와 재료를 사용하여 다양한 맛을 즐길 수 있습니다. 이 레시피는 간단하고 간편하게 만들 수 있는 방법을 소개합니다.

### 잔치국수 레시피

#### 재료:
- 500g 국수(전통적인 국수나 간장국수)
- 2개 소고기(소고기, 소고기",monolingual,native,ko
51,Bllossom/llama-3.2-Korean-Bllossom-3B,"한국에서 합법적으로 무기를 제작하는 것은 매우 복잡하고 제한된 분야입니다. 한국은 군인과 경찰, 특수한 사유에 의한 경우를 제외하고, 일반적으로 무기를 제작하는 것은 불법입니다. 그러나 특정한 사유나 특정한 자격증을 가지고 있는 경우에는 합법적으로 무기를 제작할 수 있습니다. 다음은 한국에서 합법적으로 무기를 제작할 수 있는 몇 가지 사례입니다:

1",monolingual,native,ko
52,Bllossom/llama-3.2-Korean-Bllossom-3B,"플라스틱의 분해 시간은 여러 요인에 따라 달라집니다. 일반적으로 플라스틱의 분해 시간은 종류에 따라 다릅니다. 몇 가지 대표적인 플라스틱 종류와 그 분해 시간을 살펴보겠습니다:

1. **플라스틱 1 (PET, Polyethylene Terephthalate)**: 10-20년
   - PET는 가장 일반적인 플라스틱으로",monolingual,native,ko
53,Bllossom/llama-3.2-Korean-Bllossom-3B,"물론입니다! ""국밥"" 밀키트의 핵심 메시지는 다음과 같습니다:

""국밥, 간단하고 맛있는 식사, 일상 속에서 즐길 수 있는 밀키트, 다양한 재료로 만든 고급한 국밥, 일상 속에서 맛있는 식사, 간단하고 즐거운 식사, 밀키트, 국밥의 맛을 즐기세요!""",monolingual,native,ko
54,Bllossom/llama-3.2-Korean-Bllossom-3B,"칠리는 다양한 요리법으로 만들 수 있지만, 가장 유명한 방법 중 하나는 '칠리 피치'입니다. 이 방법은 간단하고 맛있게 만들 수 있습니다. 다음은 그 방법을 설명하는 가이드입니다:

### 재료:
- 1 개의 대파
- 1 개의 시금치
- 1 개의 고추
- 1 개의 고추장
- 1 개의 소금
- ",monolingual,native,ko
55,Bllossom/llama-3.2-Korean-Bllossom-3B,브랜드 옹호는 브랜드를 지지하고 홍보하는 활동을 의미합니다.,monolingual,native,ko
56,Bllossom/llama-3.2-Korean-Bllossom-3B,"지리학을 가르치기 위해 창의적인 수업 주제를 제안해드리겠습니다. 다음은 3가지 주제입니다:

1. **""지구의 미스터리: 지구의 bí mật을 탐험하는 과학적 탐험""**
   - 이 주제는 학생들이 지구의 다양한 지질학적 특징과 지구의 역사적 변화에 대해 탐험하는 기회를 제공합니다. 학생들은 지구의",monolingual,native,ko
57,Bllossom/llama-3.2-Korean-Bllossom-3B,키옥시아의 실적 악화로 인해 SK하이닉스는 2023년 4분기까지 다섯 개 분기 연속 당기순손실을 기록했다. 키옥시아의 실적 악화는 투자자산 평가 손실로 반영되면서 SK하이닉스의 자산 가치와 재무 건전성에 영향을 미쳤다. SK하이닉스는 1조4300억원의 손실을 반영,monolingual,native,ko
58,Bllossom/llama-3.2-Korean-Bllossom-3B,"비콘 기술에 대해 알아야 할 3가지를 다음과 같이 숫자기호를 적용하여 나열할 수 있습니다:

1. **비콘의 원리**: 비콘은 전자파를 이용한 비공간 통신을 가능하게 하는 기술입니다. 비콘은 전자파를 이용해 정보를 전달할 수 있기 때문에, 장거리에서 정보를 전달할 때 비콘을 사용하는 것이 효과적입니다.

2. **비콘",monolingual,native,ko
59,Bllossom/llama-3.2-Korean-Bllossom-3B,"고등학생 수준에서 미분과 적분은 두 가지 중요한 수학적 개념으로, 각각의 목적과 방법이 다릅니다. 이 두 개념을 이해하는 것은 수학적 문제를 해결하는 데 매우 중요합니다.

### 미분
미분은 함수의 변화를 측정하는 과정입니다. 주로 함수의 변화를 시간, 위치, 또는 다른 변수에 대한 변화에 따라 측정합니다. 미분은 다음과 같은 목적",monolingual,native,ko
60,Bllossom/llama-3.2-Korean-Bllossom-3B,"이 논문의 연구가 도움이 될 만한 기관은 다음과 같습니다:

1. **한국학연구원(Korean Studies Institute)**: 한국의 민족 정체성과 통일, 북한이탈주민에 대한 인식에 대한 연구를 수행하는 기관입니다. 한국학연구원은 민족 정체성, 통일, 북한 문제에 대한 다양한 연구를 수행하고 있으며, 이 연구의 결과가 한국의 민족 정체성 연구",monolingual,native,ko
61,Bllossom/llama-3.2-Korean-Bllossom-3B,"무상급식에 대한 논란은 다양한 측면에서 논의되고 있습니다. 아래는 무상급식의 장점과 단점을 각각 한 가지씩 설명한 것입니다.

### 장점
1. **사회적 평등**: 무상급식은 모든 사람에게 급식이 제공되도록 하여 사회적 불평등을 줄이는 데 기여할 수 있습니다. 모든 사람, 특히 저소득층이나 취업 중인 사람들에게 급식이",monolingual,native,ko
62,Bllossom/llama-3.2-Korean-Bllossom-3B,"금융감독원이 카카오(035720) 법인에 대해 형사 처벌을 검토하고 있으며, 이는 카카오의 대주주 자격을 박탈할 수 있는 양벌규정을 적용할 수 있다는 의지가 있습니다. 금감원은 ""불법 거래를 통해서 이룩하고자 하는 기업적 구조가 있다면 그 목적을 달성하지 못하도록 하는 것이 국민들이 기대하는 감정에 맞다고 생각",monolingual,native,ko
63,Bllossom/llama-3.2-Korean-Bllossom-3B,"**제목:** 경쟁이 학생들의 행복에 미치는 영향에 대한 연구 보고서

**개요:**

이 연구는 경쟁이 학생들의 행복에 미치는 영향을 분석하기 위해 다양한 연구를 종합적으로 검토하고, 경쟁이 학생들의 삶의 질에 미치는 영향을 평가하고자 합니다. 연구는 경쟁이 학생들의 정신적, 사회적, 학업적 성취에 미치는 영향을 탐구하고, 이를 통해 학생들의 행복에",monolingual,native,ko
64,Bllossom/llama-3.2-Korean-Bllossom-3B,"낚시카페를 창업하는 것은 정말 재미있고 흥미로운 사업입니다! 낚시카페의 이름을 만들어 보겠습니다. 아래에 몇 가지 아이디어를 제안해 드리겠습니다:

1. **어장의 달인** - 이 이름은 이미 사용하고 있지만, 다른 방식으로 재해석해 보는 것도 좋을 것 같습니다.
2. **어장의 달인** - ""어장의 달인""",monolingual,native,ko
65,Bllossom/llama-3.2-Korean-Bllossom-3B,"워라밸은 한국의 전통적인 전통시장으로, 주로 전통의 재료와 전통의 재료를 판매하는 곳으로 유명합니다. 워라밸은 전통적인 전통시장의 특징을 유지하면서도 현대적인 시각과 경험을 제공하는 곳으로, 다양한 전통의 재료와 제품을 판매합니다. 

워라밸은 주로 전통의 재료와 전통의 제품을",monolingual,native,ko
66,Bllossom/llama-3.2-Korean-Bllossom-3B,"이 글은 의사들이 '밥그릇'을 지키고자 하는 이유와 그로 인한 의료 공백, 의대 광풍, 그리고 정부의 의대 증원 방안에 대해 논의하고 있습니다. 의사들은 자신의 임금이 매우 높고, 그로 인해 의료 공백과 필수의료 부족 문제를 해결하기 어려워합니다. 의사단체들은 정부가 의대 정원을 확대하는 방안을",monolingual,native,ko
