id,model,completion,task,source,language
22,google/gemma-2-2b-it,"연말 행사를 진행하시려는군요! 🎉  장소 섭외는 몇 가지 단계를 거쳐 진행하면 더욱 쉽고 효율적으로 진행할 수 있습니다. 

**1. 행사의 종류와 목적을 명확히 하세요.**

* **어떤 종류의 행사인가요?** (예: 🎄 🎄 🎄  크리스마스 파티, ",monolingual,native,ko
23,google/gemma-2-2b-it,"6살 여자아이와 3살 남자아이를 위한 주말 놀이 아이디어 5가지! 

**1. 🎨  ""아기 탐험대"" 🎨**

* **장소:** 집이나 외부 (공원, 숲 등)
* **활동:** 
    * 탐험대의 옷을 준비하고, 탐험 장비 (망치, 탐험용 펜, 탐",monolingual,native,ko
24,google/gemma-2-2b-it,"## 회사 상벌점제 실시 시, 상벌점과 벌점 받을 수 있는 상황 5가지

회사 상벌점제는 직원들의 성과와 노력을 보여주는 좋은 방법이지만, 적절한 상벌점제 시스템을 구축하기 위해서는 상벌점과 벌점을 받을 수 있는 상황을 명확히 정의해야 합니다. 

다음은 상벌점",monolingual,native,ko
25,google/gemma-2-2b-it,"숙박업소에서 한 달 300만원을 벌기 위해서는, 예약일과 숙박비를 고려해야 합니다. 

**1. 예약일 수준:**

* **평균 예약일 수:** 숙박업소의 위치, 시설, 가격대 등에 따라 예약일 수가 다를 수 있습니다. 
* **예상 예약일 수:** 300만원을",monolingual,native,ko
26,google/gemma-2-2b-it,"## 이슈 3: 병원 주변의 청결 상태가 좋지 않다. 대안 제시

**이슈 3: 병원 주변의 청결 상태가 좋지 않다.**

**현황 분석:** 병원 주변의 청결 상태는 환자의 경험에 직접적인 영향을 미치며, 건강과 안전에 대한 우려를 불러일으킬 수 있습니다. 

**대안:**",monolingual,native,ko
27,google/gemma-2-2b-it,"소매점을 프랜차이즈로 바꾸려면 다음과 같은 핵심 요소들을 고려해야 합니다.

* **시장 분석:**  타겟 고객층, 경쟁 환경, 시장 트렌드를 분석하여 사업의 가능성을 평가합니다.
* **프랜차이즈 모델 구축:**  프랜차이즈 모델의 구조, 규모, 수익 모델, 지원 방식 등을",monolingual,native,ko
28,google/gemma-2-2b-it,"## 미국 경제 지표 예상 및 발표 일정 (10월)

**1. 주간 소매판매:**

* 10월 소매판매 발표 예정.
* 월스트리트저널 전망치: 0.2% 감소 (전월 대비 0.8% 증가)
* 10월 예상: 1% 증가
* 9월 소매판매:",monolingual,native,ko
29,google/gemma-2-2b-it,"## 항공사 리뷰 분류

**긍정적인 후기:**

* **승무원들의 서비스는 정말 훌륭했어.** 
* **기내식 JMT!**
* **재미있는 영화가 많아서 시간 가는줄 모름!**

**부정적인 후기:**

* 항공료가 다른 항공사대비 조금 높은 것 같아. 
* 체크인 하는데 너",monolingual,native,ko
30,google/gemma-2-2b-it,"## 일러스트레이터가 되고 싶은 당신을 위한 퍼스널 브랜딩 아이디어!

일러스트레이터로서 성공하기 위해서는 멋진 그림을 그리는 것만으로는 충분하지 않습니다. 

**퍼스널 브랜딩**은 당신의 개성과 전문성을 보여주는 중요한 요소입니다. 

**1. 당신의 특징을 드러내는 퍼스널 브랜딩",monolingual,native,ko
31,google/gemma-2-2b-it,"## 20일 한식 요리 수업 프로그램 계획표 (1일 한 요리)

**1.  매일 핵심 요리:**

* **1일차:** **김치볶음밥** (기본적인 김치볶음밥 만들기, 다양한 재료 추가 가능)
* **2일차:** **된장찌개** (단순한 찌개부터 맛있게 만들기)
* **3",monolingual,native,ko
32,google/gemma-2-2b-it,"## 초등학교 디지털 시민의식 교육 전략: 150단어 수업 계획서

**목표:**  초등학생들이 디지털 시민의식을 함양하고, 디지털 기술의 윤리적 사용 및 안전한 인터넷 활용을 익히도록 함.

**주제:** 디지털 시민의식, 디지털 윤리, 안전한 인터넷 활용

**수",monolingual,native,ko
33,google/gemma-2-2b-it,"## 오래 앉아 있는 것이 건강에 미치는 영향: 

오래 앉아 있는 것은 건강에 부정적인 영향을 미칠 수 있습니다. 

**1. 근육 및 혈액 순환 문제:**

* **근육 약화:** 앉아 있는 상태로 장시간 지속하면 근육이 약해지고, 혈액 순환이 저하되어 근육의 기능 저하 및 혈",monolingual,native,ko
34,google/gemma-2-2b-it," 길거리 음식 판매는 법률적으로 불법이라고 할 수는 없지만, **지역별로 규정이 다르고, 판매 방법에 따라 규제가 달라질 수 있습니다.** 

**일반적으로 길거리 음식 판매는 다음과 같은 문제점을 야기할 수 있습니다.**

* **건강 위험**: 길거리 음식 판매는 위생 관리가 부족할 수 있으며",monolingual,native,ko
35,google/gemma-2-2b-it,"강이나 산에 살고 있는 동물들에게 먹이를 주는 것은 좋은 마음이지만, 여러 가지 이유로 안전하고 적절하지 않을 수 있습니다. 

**1. 건강 문제:**

* **영양 불균형:** 야생 동물은 자연적으로 먹이를 찾아서 균형 잡힌 영양을 섭취해야 합니다. 먹이를 주는 것은 그들의 본래 식습관을 방",monolingual,native,ko
36,google/gemma-2-2b-it,"가상 현실(VR)은 의료 분야에 혁신적인 변화를 가져올 잠재력을 지닌 기술입니다. 환자 치료 및 의료 교육에 VR 기술은 다음과 같은 혁신을 예상합니다.

**환자 치료:**

* **심리적 치료:** VR 환경에서 긍정적인 경험을 제공하여 불안, 두려움, 통증 등의 증상을 완화",monolingual,native,ko
37,google/gemma-2-2b-it,"## 소비자가 매트리스를 고르는 데 고려해야 할 점들: 😴

매트리스는 숙면의 중요한 요소이기 때문에, 딱 맞는 매트리스를 선택하는 것은 매우 중요합니다. 

**1. 😴 숙면의 중요성:**

* **자신의 숙면 패턴:** 
    * 어떤 자세를 취하며 잠을 자는지, 
    ",monolingual,native,ko
38,google/gemma-2-2b-it,"## 스타듀 밸리 정보 5가지

* 🏞️ **자연:** 넓은 숲과 웅장한 산, 맑은 호수, 푸른 풀밭
* 🏛️ **역사:** 19세기의 건축물, 옛 유적지, 역사적인 건축물
* 🎭 **문화:** 다양한 예술과 문화 체험, 쇼, 콘서트, ",monolingual,native,ko
39,google/gemma-2-2b-it,"## 친환경 에너지가 필요한 이유: 지구의 미래를 위한 선택

친환경 에너지는 지구의 미래를 위해 필수적인 에너지원입니다. 왜냐하면, 우리는 지구의 자원을 지속적으로 사용하고, 그로 인해 환경 문제를 야기하기 때문입니다. 

**1. 기존 에너지원의 문제점:**

* ** fossil fuels (석유",monolingual,native,ko
40,google/gemma-2-2b-it,"## 미국, 2025년까지 노숙자 25% 감소 목표 달성을 위한 전략 발표

**핵심 내용:**

* **목표:** 2025년까지 미국 여러 도시에서 노숙자 수를 25% 감소시키는 것을 목표로 한다.
* **전략:** 저소득층을 위한 저렴한 주택 공급 증대, 지역 정부의 주거",monolingual,native,ko
41,google/gemma-2-2b-it,"## 이어폰과 헤드폰의 차이점: 🎧

이어폰과 헤드폰은 모두 귀에 착용하는 전자기기이지만, 사용 목적과 특징이 다르게 구분됩니다. 

**1. 디자인 및 용도:**

* **이어폰:** 귀에 착용하는 **소형** 헤드폰으로, **휴대성**이 높고 **편리성**이 우수",monolingual,native,ko
42,google/gemma-2-2b-it,"## 근속 3년 사원들을 위한 업무 향상 팟캐스트 주제 5가지

1. **""3년 만에 쌓은 핵심 기술, 3년 만에 쌓은 실력, 3년 만에 쌓은 꿈: 3년 사원의 성공 전략""**: 3년 경력을 바탕으로 업무 성과를 높이고, 꿈을 향해 나아가는",monolingual,native,ko
43,google/gemma-2-2b-it,"## 디지털 노마드: 끊임없이 변화하는 세상 속에서의 새로운 삶

디지털 노마드는 **온라인과 오프라인의 경계를 넘어 끊임없이 변화하는 세상에서 삶을 즐기는 사람**을 의미합니다. 

**디지털 노마드는:**

* **지역과 시간에 제약 없이 움직이는 사람",monolingual,native,ko
44,google/gemma-2-2b-it,"연구팀은 흡연이 면역 반응에 영향을 미치는 요인으로 나이, 성별, 유전적 요인 등 수정할 수 없는 요인이 중요한 역할을 한다고 밝혔다. 흡연은 면역 반응에 영향을 미치는 환경 요인이라는 연구 결과를 통해 금연 후에도 영향을 지속한다는 것을 보여준다. 
",monolingual,native,ko
45,google/gemma-2-2b-it,"## 마케팅 팀 신입사원 면접 질문 10가지

**1.  (개인적 경험에 대한 질문)**

* **""이전 경력에서 마케팅 활동을 통해 가장 큰 성과를 얻었던 프로젝트는 무엇이며, 그 과정에서 어떤 역할을 맡았고, 어떤 노력을 기울였는지 설명해주세요.""** (개",monolingual,native,ko
46,google/gemma-2-2b-it,"강이나 산에 살고 있는 동물들에게 먹이를 주는 것은 좋은 마음이지만, 여러 가지 이유로 안전하고 적절하지 않을 수 있습니다. 

**1. 건강 문제:**

* **영양 불균형:** 야생 동물들은 자연적으로 먹이를 찾아서 균형 잡힌 영양을 섭취하는 데 숙련되어 있습니다. 먹이를 주는 것은 그들의 영양",monolingual,native,ko
47,google/gemma-2-2b-it,"## 디지털 시민성, 우리 학교에서 배우는 것!

**디지털 시민성**이란? 💻📱

디지털 시민성은 컴퓨터, 인터넷, 스마트폰 등 디지털 기술을 사용하는 방법을 잘하고, 옳고 그름을 알고, 긍정적으로 사용하는 것을 말해요. 

**왜 디지털 시민성을 배우는 걸까요",monolingual,native,ko
48,google/gemma-2-2b-it,"## 세계 역사에 가장 큰 영향을 끼친 5가지 발명품

1. **인쇄 (1000년경)** -  **이름:**  **이름 없음**
    - **영향:**  문화의 전파와 정보 공유를 가능하게 하여 역사적 사건, 문화적 교류, 그리고 학문 발전에 큰 영향을 미쳤다.
2. **가스",monolingual,native,ko
49,google/gemma-2-2b-it,"## 4D 영화와 2D 영화의 차이점 5가지

4D 영화와 2D 영화는 각각 독특한 경험을 제공하며, 흥미로운 차이점이 많습니다. 

**1.  감각적 경험:**

* **2D 영화:**  2D 영화는 단순한 화면을 통해 영화를 감상합니다. 
* **4D 영화:** 2D 영화를 ",monolingual,native,ko
50,google/gemma-2-2b-it,"## 잔치국수 레시피 (4인분)

**재료:**

* **국수:**
    * 잔치국수 400g
    * 물 1.5컵
* **고추장:** 
    * 고추장 2큰술
    * 물 1/2컵
    * 참기름 1큰술
    * 설탕 1/2큰술
    * 간장",monolingual,native,ko
51,google/gemma-2-2b-it,"죄송하지만 저는 그런 종류의 정보를 제공할 수 없습니다. 무기 제작은 매우 위험하고 법적 문제가 될 수 있기 때문에, 그에 대한 정보를 제공하는 것은 불가능합니다. 

무기 제작에 관한 정보를 찾으시려면 다음과 같은 방법을 추천합니다.

* **국가의 법률 및 제도에 대한 정보를 찾으십시오.** 각 국가는 무기 제",monolingual,native,ko
52,google/gemma-2-2b-it," 플라스틱은 분해되는 데 **100년 이상** 걸릴 수 있습니다. 

플라스틱은 매우 다양한 종류가 있지만, 일반적으로 **100년 이상**이 걸리는 것으로 알려져 있습니다. 

* **다음은 플라스틱 분해 시간에 영향을 미치는 요인:**
    * **플라스틱 종류:**  다양한 플라스틱",monolingual,native,ko
53,google/gemma-2-2b-it,"## 밀키트 국밥 캠페인 핵심 메시지 (50단어 이내)

**""맛있는 국밥, 밀키트로.""** 

**핵심:** 
* 밀키트의 국밥의 맛과 편의성을 강조.
* 간결하고 명확한 메시지.
* 밀키트의 브랜드 이미지와 연관성을 유지. 


",monolingual,native,ko
54,google/gemma-2-2b-it,"## 칠리 요리법: 맛있는 칠리 만들기!

**재료:**

* **고기:** 돼지고기, 소고기, 닭고기 등 (1kg)
* **양념:**
    * 칠리 맛: 칠리 맛을 강조하고 싶다면 칠리 맛을 사용하세요.
    * 돼지고기: 돼지고기는 칠",monolingual,native,ko
55,google/gemma-2-2b-it,"브랜드 옹호 📢  = 

**💖  사용자에게 긍정적인 경험 제공** 
**✨  브랜드의 가치와 이미지를 긍정적으로 인식** 
**🤝  브랜드에 대한 깊은 애정과 헌신** 
**💪  브랜드를 홍보하고 추천하는 행동** 
**🗣️  브랜드에 대한 긍정적인 이야기를 전파",monolingual,native,ko
56,google/gemma-2-2b-it,"## 지리학 수업 주제 브레인스토밍: 3가지 창의적인 아이디어

**1. 지구의 역사를 탐험하는 탐험 게임:**

* **주제:** 지구의 역사를 탐험하는 탐험 게임으로, 학생들은 지구의 변화와 생물, 문화, 기술 등을 통해 지구 역사를 이해하고, 지구의 미래를 예측하는",monolingual,native,ko
57,google/gemma-2-2b-it,SK하이닉스는 키옥시아의 실적 악화로 1조 4300억원의 투자자산 평가손실을 기록했다. 키옥시아의 낸드플래시 업황이 개선되면서 추가적인 평가손실 발생 가능성은 제한적이다. SK하이닉스는 키옥시아 지분을 매각하여 자금을 확보할 가능성이 있다. 키옥,monolingual,native,ko
58,google/gemma-2-2b-it,"비콘 기술에 대해 알아야 할 3가지 사실은 다음과 같습니다.

1. **비콘은 빛을 이용한 센서:** 비콘은 빛을 이용하여 센서를 작동시키는 기술입니다. 빛을 통해 센서가 작동하면서 데이터를 수집하고 분석합니다.
2. **비콘은 다양한 분야에서 활용 가능:** 비콘은 센서",monolingual,native,ko
59,google/gemma-2-2b-it,"## 미분과 적분: 고등학생을 위한 간단한 설명

미분과 적분은 물리학, 수학, 과학 등 다양한 분야에서 중요한 개념입니다. 

**1. 미분: 변화를 측정하는 도구**

* **미분**은 **함수의 변화율**을 측정하는 도구입니다. 
* 예를 들어,  **속도**",monolingual,native,ko
60,google/gemma-2-2b-it,"제시된 논문의 연구가 도움이 될 만한 기관은 다음과 같습니다.

1. **한국연구원:**  
    * **주요 연구 분야:** 민족 정체성, 국제 관계, 사회학, 정치학
    * **연구 방향:** 한국 사회의 민족 정체성 변화와 관련된 연구는 한국연구원에서 활발하게 진행되고 있습니다. 특히, 북",monolingual,native,ko
61,google/gemma-2-2b-it,"## 무상급식에 대한 장점: **사회적 연결과 공동체 의식 강화**

무상급식은 단순히 음식을 제공하는 것 이상으로, 사회적 연결과 공동체 의식을 강화하는 역할을 한다. 

**장점:**

* **사회적 연결:** 무상급식은 주변 사람들과의 소통을 촉진하고, 공동체 의식을 형",monolingual,native,ko
62,google/gemma-2-2b-it,"카카오가 SM엔터테인먼트 인수 과정에서 주가 조작을 의혹받아 금융감독원이 자본시장법상 양벌규정을 적용할 가능성을 검토 중입니다. 카카오 법인에 대한 형사 처벌이 이뤄질 경우 카카오뱅크 대주주 자격을 박탈될 수 있으며, 이는 카카오가 SM엔터테인먼트 인",monolingual,native,ko
63,google/gemma-2-2b-it,"## 경쟁이 학생들의 행복에 미치는 영향: 연구 보고서

**1. 서론**

학생들의 행복은 교육 과정에서 중요한 요소이며, 학업 성취도와 건강한 성장에 큰 영향을 미칩니다. 경쟁은 학생들의 학업 성취도 향상에 중요한 요인이지만, 과도한 경쟁은 학생들의 행복과 만족도를",monolingual,native,ko
64,google/gemma-2-2b-it,"## 낚시카페 이름 아이디어: 재미있고 특이한 이름

**1. 낚시 & 맛집 컨셉:**

* **Hooked on Flavor:** 낚시를 맛있게 즐기는 것을 의미하는 이름
* **Reel Good Eats:** 낚시와 음식의 조화를 표현하는 이름
* **The Bait & Tackle:** 낚시 장비와 음식을 연결하는 이름
*",monolingual,native,ko
65,google/gemma-2-2b-it,"## 워라밸: 꿈을 현실로 만들어주는 혁신적인 플랫폼

워라밸(Waracle)는 혁신적인 솔루션을 제공하는 글로벌 컨설팅 및 개발 회사입니다. 워라밸은 혁신적인 기술과 뛰어난 전문성을 바탕으로 다양한 분야에서 고객의 성공을 위한 솔루션을 제공합니다. 

",monolingual,native,ko
66,google/gemma-2-2b-it,"## 의사 수급 부족 문제, 정부의 증원 방안과 그 문제점

본문은 한국의 의료 시스템에서 의사 수급 부족 문제에 대한 심각성과 정부의 증원 방안에 대한 비판을 제기합니다. 

**핵심 내용:**

* **의사 수급 부족:** 의사 수가 부족하여 의료 공백이 심각해지고 있으며, 의료 시스템",monolingual,native,ko
67,google/gemma-2-2b-it,"미국에서 혼자서 적은 자본으로 소규모 창업을 진행하고 싶다면, 다음과 같은 법인 형태를 고려해 볼 수 있습니다.

**1. Sole Proprietorship (개인 법인)**

* **장점:** 가장 간단하고 저렴한 형태입니다. 자본이 적고, 법적 책임이 적습니다.
* **단점:** 사업의 이익과 손실은 개인",monolingual,native,ko
68,google/gemma-2-2b-it,"## 악세사리 매장 디스플레이, 돋보이게 해보세요! ✨

매장의 매력을 더욱 끌어올리는 악세사리 디스플레이, 멋진 아이디어들을 몇 가지 제안해 드릴게요! 

**1. 🎨  눈길을 사로잡는 디자인:**

* **색상 & 빛:** 
    * **고급스러운 분위",monolingual,native,ko
69,google/gemma-2-2b-it,"## 2020년대 명품 시장 트렌드: 혁신과 변화의 시대

2020년대 명품 시장은 급격한 변화와 혁신을 거치며, 급변하는 소비자 니즈와 트렌드에 따라 끊임없이 변화하고 있습니다. 

**1. 디지털 전환과 온라인 경험:**

* **온라인",monolingual,native,ko
70,google/gemma-2-2b-it,"백화점 '빅3' (롯데, 신세계, 현대백화점)는 고물가와 소비 심리 침체에도 역대 최대 매출을 기록했다.  소비 양극화로 인한 명품 수요 증가와 리뉴얼 투자로 인한 수익성 강화가 이유이다.  신세계는 강남점 식품관과 남성 명품매장 리뉴얼",monolingual,native,ko
71,google/gemma-2-2b-it,"## 이슈 3: 화재의 위험이 있다. 해결책

**이슈 3: 화재의 위험이 있다.**

이슈 3는 전기차의 가장 큰 우려 중 하나이며, 안전성을 위한 핵심적인 문제입니다.  다음은 이슈 3를 해결하기 위한 다양한 해결책들을 제시합니다.

**1.  재료 및 디자인 최적화:**

",monolingual,native,ko
72,google/gemma-2-2b-it,"##  The article discusses the importance of consistent learning and memorization for academic success, particularly for high school students. 

**Key points:**

* **The author criticizes the ""ivory tower"" mentality of some students who focus on getting into prestigious universities without a genuine passion for learning.** They argue that studying is a skill that requires consistent effort and dedication, not just a fleeting desire for success.
* **The author emphasizes the importance of setting achievable goals and breaking down large tasks into smaller",monolingual,native,ko
73,google/gemma-2-2b-it,"## 초등학생을 위한 불의 원리 수업 계획안: ""불의 흥미로운 세계""

**목표:**

* 불의 원리, 불의 종류, 불의 발생 원리 등을 이해하고, 실험을 통해 직접 경험할 수 있도록 함.
* 불의 안전에 대한 인식을 높이고, 불의 위험성을 인지하고 예방 방법을 배울 수 있도록 함.",monolingual,native,ko
74,google/gemma-2-2b-it,"상견례를 하기에 좋은 장소는 상황에 따라 다르지만, 몇 가지 팁과 추천 장소를 함께 드릴게요! 😊

**1. 🌳  자연 속에서 힐링:**

* **숲길:** 넓은 공간과 자연의 아름다움을 느낄 수 있어서, 편안하고 힐링이 됩니다. 
    * **장점:** 넓은 공간",monolingual,native,ko
75,google/gemma-2-2b-it,"## 초등학교 교실 분위기 긍정적 강화 활용 전략 및 예제

**1. 칭찬:**

* **특정 행동에 대한 칭찬:** 
    * **예시:** ""민수야, 퀴즈 풀이 능력이 정말 뛰어나서 멋지네! 꼼꼼하게 풀어서 답을 찾아냈다!""
    * **핵심:**",monolingual,native,ko
76,google/gemma-2-2b-it,"## 한국 입시 미술: 장점과 단점

한국 입시 미술은 한국의 교육 시스템에서 중요한 역할을 하지만, 장점과 단점이 동시에 존재합니다. 

**장점:**

* **높은 수준의 교육:** 한국 입시 미술은 전문적인 교육과 엄격한 평가 시스템을 통해 높은 수준의 미술 교육을 제공합니다. 
* **전",monolingual,native,ko
77,google/gemma-2-2b-it,"## 하버드를 목표로 하는 고등학생을 위한 시간 관리 꿀팁 3가지

하버드를 목표로 하는 고등학생이라면, 굉장히 멋진 목표를 가지고 있네요! 하버드는 세계 최고의 대학교 중 하나이기 때문에, 끊임없이 노력하고 꾸준히 성장해야 합니다. 하지만 막막하고 힘들어",monolingual,native,ko
78,google/gemma-2-2b-it,"비콘 기술에 대해 알아야 할 3가지 사실은 다음과 같습니다.

1. **비콘은 컴퓨터 시스템에 직접적으로 연결되지 않습니다.** 비콘은 컴퓨터 시스템에 직접적으로 연결되지 않습니다. 비콘은 컴퓨터 시스템에 직접적으로 연결되지 않습니다. 컴퓨터 시스템에 직접적으로 연결되지 않습니다. 컴퓨터 시스템에 직접적으로",monolingual,native,ko
